Dataset,Panel,Sampling seed,Original features,Alternative features,Accuracy,Macro-F1,Positive F1,Delta Macro-F1 vs original,Feature ids
SMS Spam,1,2026,11,9,0.9760,0.9469,0.9077,+0.0096,original:mentions_prize_reward_gift; original:impersonates_official_entity; original:uses_promotional_or_marketing_claim; original:mentions_discount_or_rate; original:uses_deadline_or_expiry; original:threatens_loss_or_penalty; original:contains_all_caps_or_exclamation_emphasis; original:asks_click_link; original:requests_immediate_action; original:mentions_meeting_family_friends; original:uses_casual_emotional_language; alternative:sms_alt_c04; alternative:sms_alt_c09; alternative:sms_alt_c10; alternative:sms_alt_c18; alternative:sms_alt_c19; alternative:sms_alt_c20; alternative:sms_alt_c29; alternative:sms_alt_c33; alternative:sms_alt_c35
SST-2,17,2027,8,12,0.9410,0.9400,0.9477,+0.0051,original:expresses_negative_emotion; original:contains_criticism; original:uses_strong_opinion; original:contains_mixed_sentiment; original:sounds_uncertain; original:uses_emotional_language; original:mentions_exciting_content; original:sounds_confident; alternative:sst2_alt_c02; alternative:sst2_alt_c03; alternative:sst2_alt_c06; alternative:sst2_alt_c11; alternative:sst2_alt_c17; alternative:sst2_alt_c19; alternative:sst2_alt_c25; alternative:sst2_alt_c27; alternative:sst2_alt_c31; alternative:sst2_alt_c33; alternative:sst2_alt_c34; alternative:sst2_alt_c38
SST-2,18,2027,9,11,0.9370,0.9356,0.9450,+0.0007,original:expresses_negative_emotion; original:describes_low_quality; original:mentions_good_acting_or_writing; original:contains_comparison; original:contains_irony_or_sarcasm; original:contains_mixed_sentiment; original:uses_emotional_language; original:contains_recommendation; original:mentions_boredom; alternative:sst2_alt_c06; alternative:sst2_alt_c10; alternative:sst2_alt_c13; alternative:sst2_alt_c14; alternative:sst2_alt_c18; alternative:sst2_alt_c26; alternative:sst2_alt_c27; alternative:sst2_alt_c31; alternative:sst2_alt_c34; alternative:sst2_alt_c35; alternative:sst2_alt_c38
SST-2,19,2027,10,10,0.9400,0.9391,0.9465,+0.0042,original:contains_praise; original:describes_high_quality; original:expresses_negative_emotion; original:mentions_disappointment; original:contains_irony_or_sarcasm; original:contains_mixed_sentiment; original:sounds_uncertain; original:contains_recommendation; original:mentions_boredom; original:sounds_confident; alternative:sst2_alt_c06; alternative:sst2_alt_c11; alternative:sst2_alt_c17; alternative:sst2_alt_c18; alternative:sst2_alt_c25; alternative:sst2_alt_c26; alternative:sst2_alt_c27; alternative:sst2_alt_c33; alternative:sst2_alt_c35; alternative:sst2_alt_c38
SST-2,20,2027,12,8,0.9030,0.9029,0.9059,-0.0320,original:expresses_positive_emotion; original:contains_praise; original:describes_high_quality; original:contains_criticism; original:mentions_disappointment; original:describes_low_quality; original:mentions_good_acting_or_writing; original:contains_comparison; original:uses_strong_opinion; original:contains_irony_or_sarcasm; original:contains_mixed_sentiment; original:sounds_uncertain; alternative:sst2_alt_c06; alternative:sst2_alt_c07; alternative:sst2_alt_c10; alternative:sst2_alt_c18; alternative:sst2_alt_c20; alternative:sst2_alt_c25; alternative:sst2_alt_c27; alternative:sst2_alt_c38
SST-2,21,2027,9,11,0.9070,0.9069,0.9100,-0.0280,original:expresses_positive_emotion; original:mentions_enjoyment; original:describes_high_quality; original:expresses_negative_emotion; original:mentions_bad_acting_or_writing; original:uses_strong_opinion; original:uses_emotional_language; original:contains_recommendation; original:sounds_confident; alternative:sst2_alt_c10; alternative:sst2_alt_c11; alternative:sst2_alt_c13; alternative:sst2_alt_c17; alternative:sst2_alt_c18; alternative:sst2_alt_c19; alternative:sst2_alt_c20; alternative:sst2_alt_c25; alternative:sst2_alt_c33; alternative:sst2_alt_c34; alternative:sst2_alt_c38
SST-2,22,2027,7,13,0.9370,0.9357,0.9448,+0.0008,original:contains_criticism; original:describes_low_quality; original:mentions_good_acting_or_writing; original:uses_strong_opinion; original:contains_mixed_sentiment; original:contains_recommendation; original:sounds_confident; alternative:sst2_alt_c03; alternative:sst2_alt_c06; alternative:sst2_alt_c07; alternative:sst2_alt_c10; alternative:sst2_alt_c11; alternative:sst2_alt_c14; alternative:sst2_alt_c17; alternative:sst2_alt_c18; alternative:sst2_alt_c20; alternative:sst2_alt_c25; alternative:sst2_alt_c26; alternative:sst2_alt_c31; alternative:sst2_alt_c34
SST-2,23,2027,10,10,0.9430,0.9420,0.9497,+0.0070,original:expresses_negative_emotion; original:contains_criticism; original:describes_low_quality; original:mentions_good_acting_or_writing; original:contains_comparison; original:contains_mixed_sentiment; original:sounds_uncertain; original:uses_emotional_language; original:contains_recommendation; original:mentions_boredom; alternative:sst2_alt_c03; alternative:sst2_alt_c07; alternative:sst2_alt_c10; alternative:sst2_alt_c11; alternative:sst2_alt_c17; alternative:sst2_alt_c18; alternative:sst2_alt_c19; alternative:sst2_alt_c20; alternative:sst2_alt_c34; alternative:sst2_alt_c35
SST-2,24,2027,11,9,0.9130,0.9129,0.9159,-0.0220,original:expresses_positive_emotion; original:contains_praise; original:contains_criticism; original:mentions_disappointment; original:describes_low_quality; original:mentions_good_acting_or_writing; original:contains_comparison; original:sounds_uncertain; original:uses_emotional_language; original:mentions_exciting_content; original:mentions_boredom; alternative:sst2_alt_c06; alternative:sst2_alt_c13; alternative:sst2_alt_c14; alternative:sst2_alt_c19; alternative:sst2_alt_c25; alternative:sst2_alt_c26; alternative:sst2_alt_c27; alternative:sst2_alt_c35; alternative:sst2_alt_c38
SST-2,25,2027,9,11,0.9160,0.9159,0.9194,-0.0191,original:contains_praise; original:mentions_enjoyment; original:expresses_negative_emotion; original:mentions_disappointment; original:mentions_good_acting_or_writing; original:contains_comparison; original:contains_irony_or_sarcasm; original:uses_emotional_language; original:mentions_boredom; alternative:sst2_alt_c03; alternative:sst2_alt_c06; alternative:sst2_alt_c07; alternative:sst2_alt_c11; alternative:sst2_alt_c14; alternative:sst2_alt_c18; alternative:sst2_alt_c19; alternative:sst2_alt_c20; alternative:sst2_alt_c26; alternative:sst2_alt_c33; alternative:sst2_alt_c35
SST-2,26,2027,12,8,0.9120,0.9119,0.9152,-0.0231,original:expresses_positive_emotion; original:contains_praise; original:mentions_enjoyment; original:describes_high_quality; original:expresses_negative_emotion; original:contains_criticism; original:describes_low_quality; original:mentions_good_acting_or_writing; original:contains_irony_or_sarcasm; original:contains_mixed_sentiment; original:mentions_boredom; original:sounds_confident; alternative:sst2_alt_c02; alternative:sst2_alt_c03; alternative:sst2_alt_c06; alternative:sst2_alt_c07; alternative:sst2_alt_c14; alternative:sst2_alt_c18; alternative:sst2_alt_c19; alternative:sst2_alt_c33
SST-2,27,2027,11,9,0.9430,0.9419,0.9500,+0.0069,original:mentions_enjoyment; original:describes_high_quality; original:contains_criticism; original:mentions_disappointment; original:mentions_good_acting_or_writing; original:uses_strong_opinion; original:contains_irony_or_sarcasm; original:contains_mixed_sentiment; original:sounds_uncertain; original:contains_recommendation; original:mentions_exciting_content; alternative:sst2_alt_c02; alternative:sst2_alt_c03; alternative:sst2_alt_c07; alternative:sst2_alt_c11; alternative:sst2_alt_c14; alternative:sst2_alt_c19; alternative:sst2_alt_c25; alternative:sst2_alt_c26; alternative:sst2_alt_c34
SST-2,28,2027,9,11,0.9110,0.9109,0.9140,-0.0240,original:expresses_positive_emotion; original:describes_high_quality; original:expresses_negative_emotion; original:describes_low_quality; original:mentions_good_acting_or_writing; original:contains_mixed_sentiment; original:uses_emotional_language; original:mentions_boredom; original:sounds_confident; alternative:sst2_alt_c06; alternative:sst2_alt_c11; alternative:sst2_alt_c13; alternative:sst2_alt_c17; alternative:sst2_alt_c20; alternative:sst2_alt_c26; alternative:sst2_alt_c27; alternative:sst2_alt_c31; alternative:sst2_alt_c34; alternative:sst2_alt_c35; alternative:sst2_alt_c38
SST-2,29,2027,10,10,0.9400,0.9389,0.9472,+0.0039,original:contains_praise; original:describes_high_quality; original:expresses_negative_emotion; original:contains_criticism; original:mentions_good_acting_or_writing; original:contains_comparison; original:uses_strong_opinion; original:uses_emotional_language; original:mentions_boredom; original:sounds_confident; alternative:sst2_alt_c02; alternative:sst2_alt_c06; alternative:sst2_alt_c10; alternative:sst2_alt_c11; alternative:sst2_alt_c17; alternative:sst2_alt_c18; alternative:sst2_alt_c19; alternative:sst2_alt_c20; alternative:sst2_alt_c26; alternative:sst2_alt_c27
SST-2,30,2027,9,11,0.9420,0.9410,0.9487,+0.0061,original:contains_praise; original:expresses_negative_emotion; original:contains_criticism; original:mentions_disappointment; original:describes_low_quality; original:mentions_bad_acting_or_writing; original:contains_comparison; original:contains_recommendation; original:mentions_boredom; alternative:sst2_alt_c03; alternative:sst2_alt_c07; alternative:sst2_alt_c10; alternative:sst2_alt_c11; alternative:sst2_alt_c13; alternative:sst2_alt_c14; alternative:sst2_alt_c25; alternative:sst2_alt_c26; alternative:sst2_alt_c31; alternative:sst2_alt_c34; alternative:sst2_alt_c35
SST-2,31,2027,11,9,0.9010,0.9009,0.9036,-0.0340,original:contains_praise; original:mentions_enjoyment; original:mentions_good_acting_or_writing; original:contains_comparison; original:contains_irony_or_sarcasm; original:contains_mixed_sentiment; original:sounds_uncertain; original:uses_emotional_language; original:contains_recommendation; original:mentions_exciting_content; original:mentions_boredom; alternative:sst2_alt_c02; alternative:sst2_alt_c06; alternative:sst2_alt_c13; alternative:sst2_alt_c17; alternative:sst2_alt_c18; alternative:sst2_alt_c20; alternative:sst2_alt_c27; alternative:sst2_alt_c31; alternative:sst2_alt_c35
SST-2,32,2027,11,9,0.9360,0.9348,0.9437,-0.0001,original:mentions_enjoyment; original:describes_high_quality; original:contains_criticism; original:describes_low_quality; original:mentions_bad_acting_or_writing; original:contains_comparison; original:uses_strong_opinion; original:sounds_uncertain; original:contains_recommendation; original:mentions_boredom; original:sounds_confident; alternative:sst2_alt_c02; alternative:sst2_alt_c06; alternative:sst2_alt_c07; alternative:sst2_alt_c17; alternative:sst2_alt_c18; alternative:sst2_alt_c25; alternative:sst2_alt_c27; alternative:sst2_alt_c34; alternative:sst2_alt_c35
SST-2,33,2027,12,8,0.9020,0.9019,0.9049,-0.0330,original:expresses_positive_emotion; original:contains_praise; original:mentions_enjoyment; original:describes_high_quality; original:mentions_disappointment; original:mentions_good_acting_or_writing; original:mentions_bad_acting_or_writing; original:contains_comparison; original:contains_irony_or_sarcasm; original:uses_emotional_language; original:mentions_boredom; original:sounds_confident; alternative:sst2_alt_c10; alternative:sst2_alt_c11; alternative:sst2_alt_c18; alternative:sst2_alt_c25; alternative:sst2_alt_c26; alternative:sst2_alt_c31; alternative:sst2_alt_c34; alternative:sst2_alt_c35
SST-2,34,2027,6,14,0.9050,0.9049,0.9077,-0.0300,original:expresses_positive_emotion; original:contains_praise; original:mentions_enjoyment; original:sounds_uncertain; original:mentions_boredom; original:sounds_confident; alternative:sst2_alt_c02; alternative:sst2_alt_c03; alternative:sst2_alt_c07; alternative:sst2_alt_c10; alternative:sst2_alt_c13; alternative:sst2_alt_c14; alternative:sst2_alt_c18; alternative:sst2_alt_c20; alternative:sst2_alt_c25; alternative:sst2_alt_c26; alternative:sst2_alt_c31; alternative:sst2_alt_c34; alternative:sst2_alt_c35; alternative:sst2_alt_c38
SST-2,35,2027,12,8,0.9020,0.9019,0.9045,-0.0330,original:contains_praise; original:describes_high_quality; original:describes_low_quality; original:mentions_good_acting_or_writing; original:contains_comparison; original:contains_irony_or_sarcasm; original:contains_mixed_sentiment; original:uses_emotional_language; original:contains_recommendation; original:mentions_exciting_content; original:mentions_boredom; original:sounds_confident; alternative:sst2_alt_c03; alternative:sst2_alt_c06; alternative:sst2_alt_c13; alternative:sst2_alt_c14; alternative:sst2_alt_c17; alternative:sst2_alt_c18; alternative:sst2_alt_c19; alternative:sst2_alt_c27
SST-2,36,2027,12,8,0.9080,0.9079,0.9112,-0.0271,original:expresses_positive_emotion; original:expresses_negative_emotion; original:contains_criticism; original:mentions_disappointment; original:describes_low_quality; original:mentions_good_acting_or_writing; original:uses_strong_opinion; original:contains_irony_or_sarcasm; original:sounds_uncertain; original:uses_emotional_language; original:mentions_exciting_content; original:sounds_confident; alternative:sst2_alt_c06; alternative:sst2_alt_c07; alternative:sst2_alt_c11; alternative:sst2_alt_c25; alternative:sst2_alt_c26; alternative:sst2_alt_c33; alternative:sst2_alt_c35; alternative:sst2_alt_c38
SST-2,37,2027,11,9,0.9070,0.9069,0.9103,-0.0281,original:expresses_positive_emotion; original:describes_high_quality; original:contains_criticism; original:describes_low_quality; original:mentions_good_acting_or_writing; original:mentions_bad_acting_or_writing; original:contains_comparison; original:contains_mixed_sentiment; original:sounds_uncertain; original:contains_recommendation; original:sounds_confident; alternative:sst2_alt_c02; alternative:sst2_alt_c06; alternative:sst2_alt_c07; alternative:sst2_alt_c10; alternative:sst2_alt_c13; alternative:sst2_alt_c14; alternative:sst2_alt_c26; alternative:sst2_alt_c31; alternative:sst2_alt_c38
SST-2,38,2027,9,11,0.9120,0.9118,0.9157,-0.0231,original:contains_praise; original:describes_high_quality; original:contains_criticism; original:mentions_disappointment; original:mentions_bad_acting_or_writing; original:contains_comparison; original:contains_irony_or_sarcasm; original:contains_recommendation; original:mentions_exciting_content; alternative:sst2_alt_c03; alternative:sst2_alt_c13; alternative:sst2_alt_c14; alternative:sst2_alt_c17; alternative:sst2_alt_c19; alternative:sst2_alt_c20; alternative:sst2_alt_c26; alternative:sst2_alt_c27; alternative:sst2_alt_c31; alternative:sst2_alt_c34; alternative:sst2_alt_c35
SST-2,39,2027,9,11,0.9100,0.9099,0.9130,-0.0250,original:expresses_positive_emotion; original:contains_praise; original:contains_criticism; original:mentions_bad_acting_or_writing; original:contains_comparison; original:uses_emotional_language; original:mentions_exciting_content; original:mentions_boredom; original:sounds_confident; alternative:sst2_alt_c02; alternative:sst2_alt_c03; alternative:sst2_alt_c10; alternative:sst2_alt_c13; alternative:sst2_alt_c17; alternative:sst2_alt_c19; alternative:sst2_alt_c20; alternative:sst2_alt_c25; alternative:sst2_alt_c33; alternative:sst2_alt_c34; alternative:sst2_alt_c38
SST-2,40,2027,11,9,0.9390,0.9379,0.9461,+0.0030,original:describes_high_quality; original:contains_criticism; original:mentions_bad_acting_or_writing; original:contains_comparison; original:contains_irony_or_sarcasm; original:contains_mixed_sentiment; original:sounds_uncertain; original:uses_emotional_language; original:mentions_exciting_content; original:mentions_boredom; original:sounds_confident; alternative:sst2_alt_c07; alternative:sst2_alt_c10; alternative:sst2_alt_c11; alternative:sst2_alt_c13; alternative:sst2_alt_c18; alternative:sst2_alt_c27; alternative:sst2_alt_c33; alternative:sst2_alt_c35; alternative:sst2_alt_c38
SST-2,41,2027,12,8,0.9450,0.9442,0.9510,+0.0092,original:expresses_positive_emotion; original:contains_praise; original:mentions_enjoyment; original:expresses_negative_emotion; original:describes_low_quality; original:mentions_good_acting_or_writing; original:contains_comparison; original:contains_irony_or_sarcasm; original:contains_mixed_sentiment; original:sounds_uncertain; original:uses_emotional_language; original:mentions_boredom; alternative:sst2_alt_c03; alternative:sst2_alt_c07; alternative:sst2_alt_c11; alternative:sst2_alt_c14; alternative:sst2_alt_c18; alternative:sst2_alt_c19; alternative:sst2_alt_c26; alternative:sst2_alt_c33
